"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"경기도 안성시 미양면(4155034000)","5,685","5,685","239","274","524","528","705","1,084","1,142","690","440","54","5","3,073","3,073","132","143","330","331","439","576","618","335","157","11","1","2,612","2,612","107","131","194","197","266","508","524","355","283","43","4"
"경기도 안성시 대덕면(4155035000)","15,645","15,645","1,516","1,182","2,105","2,736","2,539","2,401","1,761","896","446","59","4","8,702","8,702","810","594","1,201","1,595","1,555","1,391","931","441","173","10","1","6,943","6,943","706","588","904","1,141","984","1,010","830","455","273","49","3"
"경기도 안성시 양성면(4155036000)","5,264","5,264","154","276","469","399","573","1,071","1,136","652","436","95","3","2,763","2,763","81","131","286","235","340","609","605","311","151","14","0","2,501","2,501","73","145","183","164","233","462","531","341","285","81","3"
"경기도 안성시 원곡면(4155038000)","6,249","6,249","408","411","763","876","889","1,192","920","487","260","40","3","3,496","3,496","226","240","470","529","551","646","495","234","91","13","1","2,753","2,753","182","171","293","347","338","546","425","253","169","27","2"
"경기도 안성시 일죽면(4155039000)","7,662","7,662","299","507","657","648","855","1,450","1,623","957","577","83","6","4,008","4,008","146","304","359","399","491","783","829","467","211","17","2","3,654","3,654","153","203","298","249","364","667","794","490","366","66","4"
"경기도 안성시 죽산면(4155040000)","6,886","6,886","247","390","698","574","809","1,436","1,347","835","501","44","5","3,653","3,653","118","200","402","342","479","817","713","391","180","10","1","3,233","3,233","129","190","296","232","330","619","634","444","321","34","4"
"경기도 안성시 삼죽면(4155041000)","3,789","3,789","93","449","429","286","347","659","744","476","284","21","1","2,008","2,008","51","231","236","192","209","360","390","230","107","2","0","1,781","1,781","42","218","193","94","138","299","354","246","177","19","1"
"경기도 안성시 고삼면(4155042000)","1,953","1,953","52","82","187","154","192","379","448","260","172","26","1","1,010","1,010","28","45","102","93","114","200","226","131","66","5","0","943","943","24","37","85","61","78","179","222","129","106","21","1"
"경기도 안성시 안성1동(4155051000)","12,614","12,614","742","1,099","1,623","1,421","1,785","2,272","1,918","1,086","576","85","7","6,331","6,331","358","557","875","776","934","1,154","936","495","225","19","2","6,283","6,283","384","542","748","645","851","1,118","982","591","351","66","5"
"경기도 안성시 안성2동(4155052000)","22,778","22,778","2,119","2,563","3,131","3,061","3,964","3,689","2,407","1,186","579","77","2","11,484","11,484","1,090","1,344","1,681","1,563","2,057","1,888","1,159","511","172","18","1","11,294","11,294","1,029","1,219","1,450","1,498","1,907","1,801","1,248","675","407","59","1"
"경기도 안성시 안성3동(4155053000)","22,231","22,231","1,744","2,609","3,269","2,687","3,538","3,936","2,432","1,277","646","90","3","11,172","11,172","902","1,368","1,802","1,418","1,697","1,996","1,205","540","225","19","0","11,059","11,059","842","1,241","1,467","1,269","1,841","1,940","1,227","737","421","71","3"
"경기도 김포시 (4157000000)","449,039","449,039","52,458","45,816","48,959","71,607","83,297","64,394","46,205","24,841","9,980","1,413","69","225,141","225,141","26,808","23,348","25,376","35,139","43,324","32,946","22,488","11,603","3,750","340","19","223,898","223,898","25,650","22,468","23,583","36,468","39,973","31,448","23,717","13,238","6,230","1,073","50"
"경기도 김포시 통진읍(4157025000)","26,517","26,517","1,744","2,303","3,226","2,906","4,095","5,163","3,950","1,983","1,025","118","4","14,123","14,123","901","1,232","1,911","1,629","2,297","2,782","2,083","889","365","32","2","12,394","12,394","843","1,071","1,315","1,277","1,798","2,381","1,867","1,094","660","86","2"
"경기도 김포시 고촌읍(4157025300)","31,871","31,871","3,605","3,121","3,183","4,980","5,699","4,597","3,935","1,893","725","121","12","15,954","15,954","1,886","1,599","1,632","2,431","2,932","2,292","1,943","934","271","31","3","15,917","15,917","1,719","1,522","1,551","2,549","2,767","2,305","1,992","959","454","90","9"
"경기도 김포시 양촌읍(4157025600)","28,415","28,415","2,346","2,404","2,958","3,900","4,746","4,894","4,046","2,114","851","148","8","15,012","15,012","1,178","1,246","1,632","2,178","2,681","2,665","2,078","1,003","319","29","3","13,403","13,403","1,168","1,158","1,326","1,722","2,065","2,229","1,968","1,111","532","119","5"
"경기도 김포시 대곶면(4157034000)","9,794","9,794","333","570","914","881","1,296","2,228","1,938","1,065","495","72","2","5,702","5,702","175","310","578","550","836","1,396","1,111","531","197","18","0","4,092","4,092","158","260","336","331","460","832","827","534","298","54","2"
"경기도 김포시 월곶면(4157035000)","5,532","5,532","147","278","503","403","628","1,202","1,245","694","359","68","5","3,033","3,033","75","137","305","229","394","692","681","374","133","12","1","2,499","2,499","72","141","198","174","234","510","564","320","226","56","4"
"경기도 김포시 하성면(4157036000)","8,271","8,271","270","481","830","666","938","1,752","1,645","1,056","556","71","6","4,507","4,507","152","266","497","389","572","1,005","885","496","218","25","2","3,764","3,764","118","215","333","277","366","747","760","560","338","46","4"
"경기도 김포시 김포본동(4157051500)","51,487","51,487","3,978","5,797","7,035","5,774","8,775","9,560","5,738","3,198","1,428","189","15","25,458","25,458","1,985","2,995","3,769","2,829","4,232","4,774","2,889","1,392","532","57","4","26,029","26,029","1,993","2,802","3,266","2,945","4,543","4,786","2,849","1,806","896","132","11"
"경기도 김포시 장기본동(4157052500)","39,656","39,656","5,321","5,567","3,889","5,995","8,521","4,876","3,069","1,696","643","77","2","19,347","19,347","2,667","2,832","1,916","2,766","4,226","2,488","1,399","792","243","16","2","20,309","20,309","2,654","2,735","1,973","3,229","4,295","2,388","1,670","904","400","61","0"
"경기도 김포시 사우동(4157054000)","23,045","23,045","1,711","2,156","3,225","3,044","3,892","4,225","2,662","1,437","603","86","4","11,552","11,552","907","1,127","1,725","1,547","1,961","2,123","1,284","639","224","15","0","11,493","11,493","804","1,029","1,500","1,497","1,931","2,102","1,378","798","379","71","4"
"경기도 김포시 풍무동(4157055000)","62,219","62,219","7,257","7,094","7,375","9,407","11,800","8,870","5,806","3,236","1,218","149","7","30,504","30,504","3,717","3,622","3,653","4,460","5,815","4,437","2,747","1,540","474","38","1","31,715","31,715","3,540","3,472","3,722","4,947","5,985","4,433","3,059","1,696","744","111","6"
"경기도 김포시 장기동(4157056000)","41,377","41,377","6,165","5,029","3,751","6,998","9,007","4,777","3,209","1,753","599","88","1","20,333","20,333","3,176","2,442","1,948","3,254","4,633","2,421","1,439","796","209","15","0","21,044","21,044","2,989","2,587","1,803","3,744","4,374","2,356","1,770","957","390","73","1"
"경기도 김포시 구래동(4157057000)","40,433","40,433","6,610","3,455","4,786","9,862","7,595","3,692","2,683","1,277","418","54","1","20,041","20,041","3,354","1,688","2,272","4,939","4,112","1,727","1,190","588","162","9","0","20,392","20,392","3,256","1,767","2,514","4,923","3,483","1,965","1,493","689","256","45","1"
"경기도 김포시 마산동(4157057500)","30,791","30,791","5,038","2,496","2,702","7,200","5,695","2,979","2,601","1,573","435","70","2","15,268","15,268","2,583","1,265","1,303","3,587","3,087","1,399","1,114","752","156","21","1","15,523","15,523","2,455","1,231","1,399","3,613","2,608","1,580","1,487","821","279","49","1"
"경기도 김포시 운양동(4157058000)","49,631","49,631","7,933","5,065","4,582","9,591","10,610","5,579","3,678","1,866","625","102","0","24,307","24,307","4,052","2,587","2,235","4,351","5,546","2,745","1,645","877","247","22","0","25,324","25,324","3,881","2,478","2,347","5,240","5,064","2,834","2,033","989","378","80","0"
"경기도 화성시 (4159000000)","836,662","836,662","105,780","94,699","100,725","150,859","159,803","111,768","65,757","31,268","13,948","1,950","105","433,894","433,894","54,183","48,369","54,306","78,331","85,399","59,947","33,424","14,575","4,916","411","33","402,768","402,768","51,597","46,330","46,419","72,528","74,404","51,821","32,333","16,693","9,032","1,539","72"
"경기도 화성시 봉담읍(4159025300)","78,858","78,858","8,329","9,752","9,636","11,118","15,407","11,970","7,440","3,597","1,378","219","12","39,999","39,999","4,148","4,869","5,119","5,591","8,025","6,328","3,733","1,675","464","43","4","38,859","38,859","4,181","4,883","4,517","5,527","7,382","5,642","3,707","1,922","914","176","8"
"경기도 화성시 우정읍(4159025600)","17,441","17,441","996","1,474","1,803","1,672","2,811","3,469","2,664","1,607","831","109","5","9,492","9,492","518","756","1,107","994","1,683","1,991","1,358","768","287","27","3","7,949","7,949","478","718","696","678","1,128","1,478","1,306","839","544","82","2"
"경기도 화성시 향남읍(4159025900)","84,670","84,670","10,872","9,852","10,088","16,026","16,786","10,595","6,006","2,897","1,376","163","9","45,216","45,216","5,663","5,028","5,575","8,954","9,326","5,843","3,029","1,294","465","34","5","39,454","39,454","5,209","4,824","4,513","7,072","7,460","4,752","2,977","1,603","911","129","4"
"경기도 화성시 남양읍(4159026200)","39,923","39,923","4,073","3,399","5,409","6,897","6,510","6,324","4,223","2,010","938","136","4","21,763","21,763","2,099","1,773","3,181","4,054","3,693","3,391","2,237","973","338","24","0","18,160","18,160","1,974","1,626","2,228","2,843","2,817","2,933","1,986","1,037","600","112","4"
"경기도 화성시 매송면(4159031000)","7,290","7,290","316","499","855","673","1,013","1,548","1,254","728","355","46","3","3,835","3,835","162","265","480","377","571","866","649","324","126","13","2","3,455","3,455","154","234","375","296","442","682","605","404","229","33","1"
"경기도 화성시 비봉면(4159032000)","5,837","5,837","246","332","596","510","689","1,253","1,099","658","385","66","3","3,297","3,297","136","175","362","321","434","732","645","319","157","14","2","2,540","2,540","110","157","234","189","255","521","454","339","228","52","1"
"경기도 화성시 마도면(4159033000)","6,879","6,879","268","407","747","739","989","1,429","1,202","704","342","48","4","4,101","4,101","151","220","482","513","667","880","677","371","130","10","0","2,778","2,778","117","187","265","226","322","549","525","333","212","38","4"
"경기도 화성시 송산면(4159034000)","10,917","10,917","479","804","984","890","1,446","2,195","1,993","1,262","728","127","9","5,863","5,863","250","440","572","526","837","1,274","1,054","592","285","33","0","5,054","5,054","229","364","412","364","609","921","939","670","443","94","9"
"경기도 화성시 서신면(4159035000)","7,113","7,113","190","313","569","542","830","1,618","1,601","839","527","75","9","3,941","3,941","97","167","368","326","513","946","874","414","217","16","3","3,172","3,172","93","146","201","216","317","672","727","425","310","59","6"
"경기도 화성시 팔탄면(4159036000)","9,913","9,913","309","474","1,012","1,022","1,479","2,353","1,836","844","505","74","5","6,020","6,020","170","254","677","698","1,015","1,519","1,068","423","177","19","0","3,893","3,893","139","220","335","324","464","834","768","421","328","55","5"
"경기도 화성시 장안면(4159037000)","10,278","10,278","415","622","982","895","1,340","2,224","1,987","1,103","639","64","7","5,884","5,884","235","341","598","579","871","1,361","1,112","520","244","18","5","4,394","4,394","180","281","384","316","469","863","875","583","395","46","2"
"경기도 화성시 양감면(4159040000)","4,020","4,020","112","169","395","374","493","940","811","433","263","29","1","2,445","2,445","63","89","267","251","355","608","490","220","93","9","0","1,575","1,575","49","80","128","123","138","332","321","213","170","20","1"
"경기도 화성시 정남면(4159041000)","11,399","11,399","464","815","1,339","1,162","1,696","2,414","1,863","1,013","550","75","8","6,594","6,594","245","424","839","765","1,090","1,472","1,048","497","198","14","2","4,805","4,805","219","391","500","397","606","942","815","516","352","61","6"
"경기도 화성시 새솔동(4159051500)","19,592","19,592","3,611","1,865","2,299","4,502","3,592","2,388","980","231","107","17","0","9,889","9,889","1,794","955","1,180","2,251","1,863","1,177","532","108","27","2","0","9,703","9,703","1,817","910","1,119","2,251","1,729","1,211","448","123","80","15","0"
"경기도 화성시 진안동(4159052000)","44,282","44,282","4,666","4,020","7,119","9,349","7,800","5,818","3,319","1,500","609","80","2","23,751","23,751","2,399","2,043","4,028","5,316","4,355","3,042","1,647","671","227","22","1","20,531","20,531","2,267","1,977","3,091","4,033","3,445","2,776","1,672","829","382","58","1"
"경기도 화성시 병점1동(4159053000)","28,262","28,262","2,779","3,155","4,716","4,582","5,131","3,955","2,288","1,175","426","54","1","14,418","14,418","1,447","1,616","2,550","2,422","2,606","1,997","1,107","512","153","8","0","13,844","13,844","1,332","1,539","2,166","2,160","2,525","1,958","1,181","663","273","46","1"
"경기도 화성시 병점2동(4159054000)","24,586","24,586","2,686","4,009","2,910","3,279","5,473","3,175","1,647","947","410","50","0","11,984","11,984","1,351","2,012","1,475","1,572","2,694","1,641","716","378","138","7","0","12,602","12,602","1,335","1,997","1,435","1,707","2,779","1,534","931","569","272","43","0"
"경기도 화성시 반월동(4159055000)","32,603","32,603","4,538","3,993","4,165","6,034","5,990","4,507","2,279","743","298","54","2","16,501","16,501","2,286","2,062","2,217","2,988","3,104","2,194","1,177","367","91","14","1","16,102","16,102","2,252","1,931","1,948","3,046","2,886","2,313","1,102","376","207","40","1"
"경기도 화성시 기배동(4159056000)","13,820","13,820","1,439","1,867","1,679","1,648","2,765","2,207","1,295","650","238","31","1","7,095","7,095","760","970","919","832","1,412","1,159","650","309","79","5","0","6,725","6,725","679","897","760","816","1,353","1,048","645","341","159","26","1"
"경기도 화성시 화산동(4159057000)","23,331","23,331","1,889","2,303","3,126","3,078","4,000","4,150","2,867","1,299","549","62","8","12,297","12,297","987","1,213","1,797","1,681","2,208","2,163","1,443","607","187","9","2","11,034","11,034","902","1,090","1,329","1,397","1,792","1,987","1,424","692","362","53","6"
"경기도 화성시 동탄1동(4159058500)","50,766","50,766","6,566","6,891","7,467","9,788","10,373","6,114","2,233","936","352","44","2","26,014","26,014","3,330","3,540","3,972","4,883","5,210","3,379","1,121","438","131","10","0","24,752","24,752","3,236","3,351","3,495","4,905","5,163","2,735","1,112","498","221","34","2"
"경기도 화성시 동탄2동(4159058600)","36,034","36,034","4,590","6,510","3,724","4,494","8,770","4,608","1,903","1,035","352","45","3","17,754","17,754","2,343","3,301","1,878","2,034","4,284","2,441","888","440","136","8","1","18,280","18,280","2,247","3,209","1,846","2,460","4,486","2,167","1,015","595","216","37","2"
"경기도 화성시 동탄3동(4159058700)","42,020","42,020","6,104","5,332","5,992","8,522","8,453","4,031","1,998","1,152","383","52","1","21,549","21,549","3,115","2,778","3,267","4,419","4,338","2,109","862","497","148","16","0","20,471","20,471","2,989","2,554","2,725","4,103","4,115","1,922","1,136","655","235","36","1"
"경기도 화성시 동탄4동(4159058800)","53,713","53,713","9,792","8,588","4,237","9,971","13,057","5,098","1,933","727","260","50","0","26,747","26,747","5,017","4,303","2,100","4,366","6,812","2,783","953","329","77","7","0","26,966","26,966","4,775","4,285","2,137","5,605","6,245","2,315","980","398","183","43","0"
"경기도 화성시 동탄5동(4159059000)","39,410","39,410","6,244","3,975","4,232","9,699","7,664","3,918","2,310","984","335","47","2","19,716","19,716","3,223","2,015","2,029","4,840","4,017","1,969","1,062","448","105","8","0","19,694","19,694","3,021","1,960","2,203","4,859","3,647","1,949","1,248","536","230","39","2"
