,EMD_CD,Address
995,28260119,인천광역시 서구 오류동
996,28260120,인천광역시 서구 왕길동
997,28260121,인천광역시 서구 불로동
998,28260122,인천광역시 서구 청라동
999,28710250,인천광역시 강화군 강화읍
1000,28710310,인천광역시 강화군 선원면
1001,28710320,인천광역시 강화군 불은면
1002,28710330,인천광역시 강화군 길상면
1003,28710340,인천광역시 강화군 화도면
1004,28710350,인천광역시 강화군 양도면
1005,28710360,인천광역시 강화군 내가면
1006,28710370,인천광역시 강화군 하점면
1007,28710380,인천광역시 강화군 양사면
1008,28710390,인천광역시 강화군 송해면
1009,28710400,인천광역시 강화군 교동면
1010,28710410,인천광역시 강화군 삼산면
1011,28710420,인천광역시 강화군 서도면
1012,28720310,인천광역시 옹진군 북도면
1013,28720330,인천광역시 옹진군 백령면
1014,28720340,인천광역시 옹진군 대청면
1015,28720350,인천광역시 옹진군 덕적면
1016,28720360,인천광역시 옹진군 영흥면
1017,28720370,인천광역시 옹진군 자월면
1018,28720380,인천광역시 옹진군 연평면
1019,29110101,광주광역시 동구 대인동
1020,29110102,광주광역시 동구 금남로5가
1021,29110103,광주광역시 동구 충장로5가
1022,29110104,광주광역시 동구 수기동
1023,29110105,광주광역시 동구 대의동
1024,29110106,광주광역시 동구 궁동
1025,29110107,광주광역시 동구 장동
1026,29110108,광주광역시 동구 동명동
1027,29110109,광주광역시 동구 계림동
1028,29110110,광주광역시 동구 산수동
1029,29110111,광주광역시 동구 지산동
1030,29110112,광주광역시 동구 남동
1031,29110113,광주광역시 동구 광산동
1032,29110114,광주광역시 동구 금동
1033,29110115,광주광역시 동구 호남동
1034,29110116,광주광역시 동구 불로동
1035,29110117,광주광역시 동구 황금동
1036,29110118,광주광역시 동구 서석동
1037,29110119,광주광역시 동구 소태동
1038,29110120,광주광역시 동구 용연동
1039,29110121,광주광역시 동구 운림동
1040,29110122,광주광역시 동구 학동
1041,29110123,광주광역시 동구 월남동
1042,29110124,광주광역시 동구 선교동
1043,29110125,광주광역시 동구 내남동
1044,29110126,광주광역시 동구 용산동
1045,29110127,광주광역시 동구 충장로1가
1046,29110128,광주광역시 동구 충장로2가
1047,29110129,광주광역시 동구 충장로3가
1048,29110130,광주광역시 동구 충장로4가
1049,29110131,광주광역시 동구 금남로1가
1050,29110132,광주광역시 동구 금남로2가
1051,29110133,광주광역시 동구 금남로3가
1052,29110134,광주광역시 동구 금남로4가
1053,29140104,광주광역시 서구 양동
1054,29140106,광주광역시 서구 농성동
1055,29140115,광주광역시 서구 광천동
1056,29140116,광주광역시 서구 유촌동
1057,29140117,광주광역시 서구 덕흥동
1058,29140118,광주광역시 서구 쌍촌동
1059,29140119,광주광역시 서구 화정동
1060,29140120,광주광역시 서구 치평동
1061,29140121,광주광역시 서구 내방동
1062,29140125,광주광역시 서구 서창동
1063,29140126,광주광역시 서구 세하동
1064,29140127,광주광역시 서구 용두동
1065,29140128,광주광역시 서구 풍암동
1066,29140129,광주광역시 서구 벽진동
1067,29140130,광주광역시 서구 금호동
1068,29140131,광주광역시 서구 마륵동
1069,29140132,광주광역시 서구 매월동
1070,29140133,광주광역시 서구 동천동
1071,29155101,광주광역시 남구 사동
1072,29155102,광주광역시 남구 구동
1073,29155103,광주광역시 남구 서동
1074,29155104,광주광역시 남구 월산동
1075,29155105,광주광역시 남구 백운동
1076,29155106,광주광역시 남구 주월동
1077,29155107,광주광역시 남구 노대동
1078,29155108,광주광역시 남구 진월동
1079,29155109,광주광역시 남구 덕남동
1080,29155110,광주광역시 남구 행암동
1081,29155111,광주광역시 남구 임암동
1082,29155112,광주광역시 남구 송하동
1083,29155113,광주광역시 남구 양림동
1084,29155114,광주광역시 남구 방림동
1085,29155115,광주광역시 남구 봉선동
1086,29155116,광주광역시 남구 구소동
1087,29155117,광주광역시 남구 양촌동
1088,29155118,광주광역시 남구 도금동
1089,29155119,광주광역시 남구 승촌동
1090,29155120,광주광역시 남구 지석동
1091,29155121,광주광역시 남구 압촌동
1092,29155122,광주광역시 남구 화장동
1093,29155123,광주광역시 남구 칠석동
1094,29155124,광주광역시 남구 석정동
1095,29155125,광주광역시 남구 신장동
1096,29155126,광주광역시 남구 양과동
1097,29155127,광주광역시 남구 이장동
1098,29155128,광주광역시 남구 대지동
1099,29155129,광주광역시 남구 원산동
1100,29155130,광주광역시 남구 월성동
1101,29170101,광주광역시 북구 중흥동
1102,29170102,광주광역시 북구 유동
1103,29170103,광주광역시 북구 누문동
1104,29170104,광주광역시 북구 북동
1105,29170105,광주광역시 북구 임동
1106,29170106,광주광역시 북구 신안동
1107,29170107,광주광역시 북구 용봉동
1108,29170108,광주광역시 북구 동림동
1109,29170109,광주광역시 북구 운암동
1110,29170110,광주광역시 북구 우산동
1111,29170111,광주광역시 북구 풍향동
1112,29170112,광주광역시 북구 문흥동
1113,29170113,광주광역시 북구 각화동
1114,29170114,광주광역시 북구 두암동
1115,29170115,광주광역시 북구 오치동
1116,29170116,광주광역시 북구 삼각동
1117,29170117,광주광역시 북구 매곡동
1118,29170118,광주광역시 북구 충효동
1119,29170119,광주광역시 북구 덕의동
1120,29170120,광주광역시 북구 금곡동
1121,29170121,광주광역시 북구 망월동
1122,29170122,광주광역시 북구 청풍동
1123,29170123,광주광역시 북구 화암동
1124,29170124,광주광역시 북구 장등동
1125,29170125,광주광역시 북구 운정동
1126,29170126,광주광역시 북구 본촌동
1127,29170127,광주광역시 북구 일곡동
1128,29170128,광주광역시 북구 양산동
1129,29170129,광주광역시 북구 연제동
1130,29170130,광주광역시 북구 신용동
1131,29170131,광주광역시 북구 용두동
1132,29170132,광주광역시 북구 지야동
1133,29170133,광주광역시 북구 태령동
1134,29170134,광주광역시 북구 수곡동
1135,29170135,광주광역시 북구 효령동
1136,29170136,광주광역시 북구 용전동
1137,29170137,광주광역시 북구 용강동
1138,29170138,광주광역시 북구 생용동
1139,29170139,광주광역시 북구 월출동
1140,29170140,광주광역시 북구 대촌동
1141,29170141,광주광역시 북구 오룡동
1142,29200101,광주광역시 광산구 송정동
1143,29200102,광주광역시 광산구 도산동
1144,29200103,광주광역시 광산구 도호동
1145,29200104,광주광역시 광산구 신촌동
1146,29200105,광주광역시 광산구 서봉동
1147,29200106,광주광역시 광산구 운수동
1148,29200107,광주광역시 광산구 선암동
1149,29200108,광주광역시 광산구 소촌동
1150,29200109,광주광역시 광산구 우산동
1151,29200110,광주광역시 광산구 황룡동
1152,29200111,광주광역시 광산구 박호동
1153,29200112,광주광역시 광산구 비아동
1154,29200113,광주광역시 광산구 도천동
1155,29200114,광주광역시 광산구 수완동
1156,29200115,광주광역시 광산구 월계동
1157,29200116,광주광역시 광산구 쌍암동
1158,29200117,광주광역시 광산구 산월동
1159,29200118,광주광역시 광산구 신창동
1160,29200119,광주광역시 광산구 신가동
1161,29200120,광주광역시 광산구 운남동
1162,29200121,광주광역시 광산구 안청동
1163,29200122,광주광역시 광산구 진곡동
1164,29200123,광주광역시 광산구 장덕동
1165,29200124,광주광역시 광산구 흑석동
1166,29200125,광주광역시 광산구 하남동
1167,29200126,광주광역시 광산구 장수동
1168,29200127,광주광역시 광산구 산정동
1169,29200128,광주광역시 광산구 월곡동
1170,29200129,광주광역시 광산구 등임동
1171,29200130,광주광역시 광산구 산막동
1172,29200131,광주광역시 광산구 고룡동
1173,29200132,광주광역시 광산구 신룡동
1174,29200133,광주광역시 광산구 두정동
1175,29200134,광주광역시 광산구 임곡동
1176,29200135,광주광역시 광산구 광산동
1177,29200136,광주광역시 광산구 오산동
1178,29200137,광주광역시 광산구 사호동
1179,29200138,광주광역시 광산구 하산동
1180,29200139,광주광역시 광산구 유계동
1181,29200140,광주광역시 광산구 본덕동
1182,29200141,광주광역시 광산구 용봉동
1183,29200142,광주광역시 광산구 요기동
1184,29200143,광주광역시 광산구 복룡동
1185,29200144,광주광역시 광산구 송대동
1186,29200145,광주광역시 광산구 옥동
1187,29200146,광주광역시 광산구 월전동
1188,29200147,광주광역시 광산구 장록동
1189,29200148,광주광역시 광산구 송촌동
1190,29200149,광주광역시 광산구 지죽동
1191,29200150,광주광역시 광산구 용동
1192,29200151,광주광역시 광산구 용곡동
1193,29200152,광주광역시 광산구 지정동
1194,29200153,광주광역시 광산구 명화동
1195,29200154,광주광역시 광산구 동산동
1196,29200155,광주광역시 광산구 연산동
1197,29200156,광주광역시 광산구 도덕동
1198,29200157,광주광역시 광산구 송산동
1199,29200158,광주광역시 광산구 지평동
1200,29200159,광주광역시 광산구 오운동
1201,29200160,광주광역시 광산구 삼거동
1202,29200161,광주광역시 광산구 양동
1203,29200162,광주광역시 광산구 내산동
1204,29200163,광주광역시 광산구 대산동
1205,29200164,광주광역시 광산구 송학동
1206,29200165,광주광역시 광산구 신동
1207,29200166,광주광역시 광산구 삼도동
1208,29200167,광주광역시 광산구 남산동
1209,29200168,광주광역시 광산구 송치동
1210,29200169,광주광역시 광산구 산수동
1211,29200170,광주광역시 광산구 선동
1212,29200171,광주광역시 광산구 지산동
1213,29200172,광주광역시 광산구 왕동
1214,29200173,광주광역시 광산구 북산동
1215,29200174,광주광역시 광산구 명도동
1216,29200175,광주광역시 광산구 동호동
1217,29200176,광주광역시 광산구 덕림동
1218,29200177,광주광역시 광산구 양산동
1219,29200178,광주광역시 광산구 동림동
1220,29200202,광주광역시 광산구 오선동
1221,30110101,대전광역시 동구 원동
1222,30110102,대전광역시 동구 인동
1223,30110103,대전광역시 동구 효동
1224,30110104,대전광역시 동구 천동
1225,30110105,대전광역시 동구 가오동
1226,30110106,대전광역시 동구 신흥동
1227,30110107,대전광역시 동구 판암동
1228,30110108,대전광역시 동구 삼정동
1229,30110109,대전광역시 동구 용운동
1230,30110110,대전광역시 동구 대동
1231,30110111,대전광역시 동구 자양동
1232,30110112,대전광역시 동구 신안동
1233,30110113,대전광역시 동구 소제동
1234,30110114,대전광역시 동구 가양동
1235,30110115,대전광역시 동구 용전동
1236,30110116,대전광역시 동구 성남동
1237,30110117,대전광역시 동구 홍도동
1238,30110118,대전광역시 동구 삼성동
1239,30110119,대전광역시 동구 정동
1240,30110120,대전광역시 동구 중동
1241,30110121,대전광역시 동구 추동
1242,30110122,대전광역시 동구 비룡동
1243,30110123,대전광역시 동구 주산동
1244,30110124,대전광역시 동구 용계동
1245,30110125,대전광역시 동구 마산동
1246,30110126,대전광역시 동구 효평동
1247,30110127,대전광역시 동구 직동
1248,30110128,대전광역시 동구 세천동
1249,30110129,대전광역시 동구 신상동
1250,30110130,대전광역시 동구 신하동
1251,30110131,대전광역시 동구 신촌동
1252,30110132,대전광역시 동구 사성동
1253,30110133,대전광역시 동구 내탑동
1254,30110134,대전광역시 동구 오동
1255,30110135,대전광역시 동구 주촌동
1256,30110136,대전광역시 동구 낭월동
1257,30110137,대전광역시 동구 대별동
1258,30110138,대전광역시 동구 이사동
1259,30110139,대전광역시 동구 대성동
1260,30110140,대전광역시 동구 장척동
1261,30110141,대전광역시 동구 소호동
1262,30110142,대전광역시 동구 구도동
1263,30110143,대전광역시 동구 삼괴동
1264,30110144,대전광역시 동구 상소동
1265,30110145,대전광역시 동구 하소동
1266,30140101,대전광역시 중구 은행동
1267,30140102,대전광역시 중구 선화동
1268,30140103,대전광역시 중구 목동
1269,30140104,대전광역시 중구 중촌동
1270,30140105,대전광역시 중구 대흥동
1271,30140106,대전광역시 중구 문창동
1272,30140107,대전광역시 중구 석교동
1273,30140108,대전광역시 중구 호동
1274,30140109,대전광역시 중구 옥계동
1275,30140110,대전광역시 중구 대사동
1276,30140111,대전광역시 중구 부사동
1277,30140112,대전광역시 중구 용두동
1278,30140113,대전광역시 중구 오류동
1279,30140114,대전광역시 중구 태평동
1280,30140115,대전광역시 중구 유천동
1281,30140116,대전광역시 중구 문화동
1282,30140117,대전광역시 중구 산성동
1283,30140118,대전광역시 중구 사정동
1284,30140119,대전광역시 중구 안영동
1285,30140120,대전광역시 중구 무수동
1286,30140121,대전광역시 중구 구완동
1287,30140122,대전광역시 중구 침산동
1288,30140123,대전광역시 중구 목달동
1289,30140124,대전광역시 중구 정생동
1290,30140125,대전광역시 중구 어남동
1291,30140126,대전광역시 중구 금동
1292,30170101,대전광역시 서구 복수동
1293,30170102,대전광역시 서구 변동
1294,30170103,대전광역시 서구 도마동
1295,30170104,대전광역시 서구 정림동
1296,30170105,대전광역시 서구 용문동
1297,30170106,대전광역시 서구 탄방동
1298,30170108,대전광역시 서구 괴정동
1299,30170109,대전광역시 서구 가장동
1300,30170110,대전광역시 서구 내동
1301,30170111,대전광역시 서구 갈마동
1302,30170112,대전광역시 서구 둔산동
1303,30170113,대전광역시 서구 월평동
1304,30170114,대전광역시 서구 가수원동
1305,30170115,대전광역시 서구 도안동
1306,30170116,대전광역시 서구 관저동
1307,30170117,대전광역시 서구 흑석동
1308,30170118,대전광역시 서구 매노동
1309,30170119,대전광역시 서구 산직동
1310,30170120,대전광역시 서구 장안동
1311,30170121,대전광역시 서구 평촌동
1312,30170122,대전광역시 서구 오동
1313,30170123,대전광역시 서구 우명동
1314,30170124,대전광역시 서구 원정동
1315,30170125,대전광역시 서구 용촌동
1316,30170126,대전광역시 서구 봉곡동
1317,30170127,대전광역시 서구 괴곡동
1318,30170128,대전광역시 서구 만년동
1319,30200101,대전광역시 유성구 원내동
1320,30200102,대전광역시 유성구 교촌동
1321,30200103,대전광역시 유성구 대정동
1322,30200104,대전광역시 유성구 용계동
1323,30200105,대전광역시 유성구 학하동
1324,30200106,대전광역시 유성구 계산동
1325,30200107,대전광역시 유성구 성북동
1326,30200108,대전광역시 유성구 세동
1327,30200109,대전광역시 유성구 송정동
1328,30200110,대전광역시 유성구 방동
1329,30200111,대전광역시 유성구 봉명동
1330,30200112,대전광역시 유성구 구암동
1331,30200113,대전광역시 유성구 덕명동
1332,30200114,대전광역시 유성구 원신흥동
1333,30200115,대전광역시 유성구 상대동
1334,30200116,대전광역시 유성구 복용동
1335,30200117,대전광역시 유성구 장대동
1336,30200118,대전광역시 유성구 갑동
1337,30200119,대전광역시 유성구 노은동
1338,30200120,대전광역시 유성구 지족동
1339,30200121,대전광역시 유성구 죽동
1340,30200122,대전광역시 유성구 궁동
1341,30200123,대전광역시 유성구 어은동
1342,30200124,대전광역시 유성구 구성동
1343,30200125,대전광역시 유성구 신성동
1344,30200126,대전광역시 유성구 가정동
1345,30200127,대전광역시 유성구 도룡동
1346,30200128,대전광역시 유성구 장동
1347,30200129,대전광역시 유성구 방현동
1348,30200130,대전광역시 유성구 화암동
1349,30200131,대전광역시 유성구 덕진동
1350,30200132,대전광역시 유성구 하기동
1351,30200133,대전광역시 유성구 추목동
1352,30200134,대전광역시 유성구 자운동
1353,30200135,대전광역시 유성구 신봉동
1354,30200136,대전광역시 유성구 수남동
1355,30200137,대전광역시 유성구 안산동
1356,30200138,대전광역시 유성구 외삼동
1357,30200139,대전광역시 유성구 반석동
1358,30200140,대전광역시 유성구 문지동
1359,30200141,대전광역시 유성구 전민동
1360,30200142,대전광역시 유성구 원촌동
1361,30200143,대전광역시 유성구 탑립동
1362,30200144,대전광역시 유성구 용산동
1363,30200145,대전광역시 유성구 봉산동
1364,30200146,대전광역시 유성구 관평동
1365,30200147,대전광역시 유성구 송강동
1366,30200148,대전광역시 유성구 금고동
1367,30200149,대전광역시 유성구 대동
1368,30200150,대전광역시 유성구 금탄동
1369,30200151,대전광역시 유성구 신동
1370,30200152,대전광역시 유성구 둔곡동
1371,30200153,대전광역시 유성구 구룡동
1372,30230101,대전광역시 대덕구 오정동
1373,30230102,대전광역시 대덕구 대화동
1374,30230103,대전광역시 대덕구 읍내동
1375,30230104,대전광역시 대덕구 연축동
1376,30230105,대전광역시 대덕구 신대동
1377,30230106,대전광역시 대덕구 와동
1378,30230107,대전광역시 대덕구 송촌동
1379,30230108,대전광역시 대덕구 법동
1380,30230109,대전광역시 대덕구 중리동
1381,30230110,대전광역시 대덕구 비래동
1382,30230111,대전광역시 대덕구 석봉동
1383,30230112,대전광역시 대덕구 목상동
1384,30230113,대전광역시 대덕구 문평동
1385,30230114,대전광역시 대덕구 신일동
1386,30230115,대전광역시 대덕구 덕암동
1387,30230116,대전광역시 대덕구 상서동
1388,30230117,대전광역시 대덕구 평촌동
1389,30230118,대전광역시 대덕구 장동
1390,30230119,대전광역시 대덕구 용호동
1391,30230120,대전광역시 대덕구 이현동
1392,30230121,대전광역시 대덕구 갈전동
1393,30230122,대전광역시 대덕구 부수동
1394,30230123,대전광역시 대덕구 황호동
1395,30230124,대전광역시 대덕구 삼정동
1396,30230125,대전광역시 대덕구 미호동
1397,30230126,대전광역시 대덕구 신탄진동
1398,31110101,울산광역시 중구 학성동
1399,31110102,울산광역시 중구 학산동
1400,31110103,울산광역시 중구 복산동
1401,31110104,울산광역시 중구 북정동
1402,31110105,울산광역시 중구 옥교동
1403,31110106,울산광역시 중구 성남동
1404,31110107,울산광역시 중구 교동
1405,31110108,울산광역시 중구 우정동
1406,31110109,울산광역시 중구 성안동
1407,31110110,울산광역시 중구 유곡동
1408,31110111,울산광역시 중구 태화동
1409,31110112,울산광역시 중구 다운동
1410,31110113,울산광역시 중구 동동
1411,31110114,울산광역시 중구 서동
1412,31110115,울산광역시 중구 남외동
1413,31110116,울산광역시 중구 장현동
1414,31110117,울산광역시 중구 약사동
1415,31110118,울산광역시 중구 반구동
1416,31140101,울산광역시 남구 무거동
1417,31140102,울산광역시 남구 옥동
1418,31140103,울산광역시 남구 두왕동
1419,31140104,울산광역시 남구 신정동
1420,31140105,울산광역시 남구 달동
1421,31140106,울산광역시 남구 삼산동
1422,31140107,울산광역시 남구 여천동
1423,31140108,울산광역시 남구 야음동
1424,31140109,울산광역시 남구 선암동
1425,31140110,울산광역시 남구 상개동
1426,31140111,울산광역시 남구 부곡동
1427,31140112,울산광역시 남구 고사동
1428,31140113,울산광역시 남구 성암동
1429,31140114,울산광역시 남구 황성동
1430,31140115,울산광역시 남구 용연동
1431,31140116,울산광역시 남구 남화동
1432,31140117,울산광역시 남구 용잠동
1433,31140118,울산광역시 남구 장생포동
1434,31140119,울산광역시 남구 매암동
1435,31170101,울산광역시 동구 방어동
1436,31170102,울산광역시 동구 화정동
1437,31170103,울산광역시 동구 일산동
1438,31170104,울산광역시 동구 전하동
1439,31170105,울산광역시 동구 미포동
1440,31170106,울산광역시 동구 주전동
1441,31170107,울산광역시 동구 동부동
1442,31170108,울산광역시 동구 서부동
1443,31200101,울산광역시 북구 창평동
1444,31200102,울산광역시 북구 호계동
1445,31200103,울산광역시 북구 매곡동
1446,31200104,울산광역시 북구 가대동
1447,31200105,울산광역시 북구 신천동
1448,31200106,울산광역시 북구 중산동
1449,31200107,울산광역시 북구 상안동
1450,31200108,울산광역시 북구 천곡동
1451,31200109,울산광역시 북구 달천동
1452,31200110,울산광역시 북구 시례동
1453,31200111,울산광역시 북구 무룡동
1454,31200112,울산광역시 북구 구유동
1455,31200113,울산광역시 북구 정자동
1456,31200114,울산광역시 북구 신명동
1457,31200115,울산광역시 북구 대안동
1458,31200116,울산광역시 북구 당사동
1459,31200117,울산광역시 북구 신현동
1460,31200118,울산광역시 북구 산하동
1461,31200119,울산광역시 북구 어물동
1462,31200120,울산광역시 북구 명촌동
1463,31200121,울산광역시 북구 진장동
1464,31200122,울산광역시 북구 연암동
1465,31200123,울산광역시 북구 효문동
1466,31200124,울산광역시 북구 양정동
1467,31200125,울산광역시 북구 화봉동
1468,31200126,울산광역시 북구 송정동
1469,31200127,울산광역시 북구 염포동
1470,31710250,울산광역시 울주군 온산읍
1471,31710253,울산광역시 울주군 언양읍
1472,31710256,울산광역시 울주군 온양읍
1473,31710259,울산광역시 울주군 범서읍
1474,31710262,울산광역시 울주군 청량읍
1475,31710310,울산광역시 울주군 서생면
1476,31710340,울산광역시 울주군 웅촌면
1477,31710360,울산광역시 울주군 두동면
1478,31710370,울산광역시 울주군 두서면
1479,31710380,울산광역시 울주군 상북면
1480,31710390,울산광역시 울주군 삼남면
1481,31710400,울산광역시 울주군 삼동면
1482,36110101,세종특별자치시  반곡동
1483,36110102,세종특별자치시  소담동
1484,36110103,세종특별자치시  보람동
1485,36110104,세종특별자치시  대평동
1486,36110105,세종특별자치시  가람동
1487,36110106,세종특별자치시  한솔동
1488,36110107,세종특별자치시  나성동
1489,36110108,세종특별자치시  새롬동
1490,36110109,세종특별자치시  다정동
1491,36110110,세종특별자치시  어진동
1492,36110111,세종특별자치시  종촌동
1493,36110112,세종특별자치시  고운동
1494,36110113,세종특별자치시  아름동
1495,36110114,세종특별자치시  도담동
1496,36110250,세종특별자치시  조치원읍
1497,36110310,세종특별자치시  연기면
1498,36110320,세종특별자치시  연동면
1499,36110330,세종특별자치시  부강면
1500,36110340,세종특별자치시  금남면
1501,36110350,세종특별자치시  장군면
1502,36110360,세종특별자치시  연서면
1503,36110370,세종특별자치시  전의면
1504,36110380,세종특별자치시  전동면
1505,36110390,세종특별자치시  소정면
1506,41111000,경기도 수원시 장안구
1507,41113000,경기도 수원시 권선구
1508,41115000,경기도 수원시 팔달구
1509,41117000,경기도 수원시 영통구
1510,41131000,경기도 성남시 수정구
1511,41133000,경기도 성남시 중원구
1512,41135000,경기도 성남시 분당구
1513,41150101,경기도 의정부시 의정부동
1514,41150102,경기도 의정부시 호원동
1515,41150103,경기도 의정부시 장암동
1516,41150104,경기도 의정부시 신곡동
1517,41150105,경기도 의정부시 용현동
1518,41150106,경기도 의정부시 민락동
1519,41150107,경기도 의정부시 낙양동
1520,41150108,경기도 의정부시 자일동
1521,41150109,경기도 의정부시 금오동
1522,41150110,경기도 의정부시 가능동
1523,41150111,경기도 의정부시 녹양동
1524,41150112,경기도 의정부시 고산동
1525,41150113,경기도 의정부시 산곡동
1526,41171000,경기도 안양시 만안구
1527,41173000,경기도 안양시 동안구
1528,41190101,경기도 부천시 원미동
1529,41190102,경기도 부천시 심곡동
1530,41190103,경기도 부천시 춘의동
1531,41190104,경기도 부천시 도당동
1532,41190105,경기도 부천시 약대동
1533,41190106,경기도 부천시 소사동
1534,41190107,경기도 부천시 역곡동
1535,41190108,경기도 부천시 중동
1536,41190109,경기도 부천시 상동
1537,41190110,경기도 부천시 소사본동
1538,41190111,경기도 부천시 심곡본동
1539,41190112,경기도 부천시 범박동
1540,41190113,경기도 부천시 괴안동
1541,41190114,경기도 부천시 송내동
1542,41190115,경기도 부천시 옥길동
1543,41190116,경기도 부천시 계수동
1544,41190117,경기도 부천시 오정동
1545,41190118,경기도 부천시 여월동
1546,41190119,경기도 부천시 작동
1547,41190120,경기도 부천시 원종동
1548,41190121,경기도 부천시 고강동
1549,41190122,경기도 부천시 대장동
1550,41190123,경기도 부천시 삼정동
1551,41190124,경기도 부천시 내동
1552,41210101,경기도 광명시 광명동
1553,41210102,경기도 광명시 철산동
1554,41210103,경기도 광명시 하안동
1555,41210104,경기도 광명시 소하동
1556,41210105,경기도 광명시 노온사동
1557,41210106,경기도 광명시 일직동
1558,41210107,경기도 광명시 가학동
1559,41210108,경기도 광명시 옥길동
1560,41220101,경기도 평택시 서정동
1561,41220102,경기도 평택시 장당동
1562,41220103,경기도 평택시 모곡동
1563,41220104,경기도 평택시 칠괴동
1564,41220105,경기도 평택시 칠원동
1565,41220106,경기도 평택시 도일동
1566,41220107,경기도 평택시 가재동
1567,41220108,경기도 평택시 장안동
1568,41220109,경기도 평택시 이충동
1569,41220110,경기도 평택시 지산동
1570,41220111,경기도 평택시 독곡동
1571,41220112,경기도 평택시 신장동
1572,41220113,경기도 평택시 평택동
1573,41220114,경기도 평택시 통복동
1574,41220115,경기도 평택시 군문동
1575,41220116,경기도 평택시 유천동
1576,41220117,경기도 평택시 합정동
1577,41220118,경기도 평택시 비전동
1578,41220119,경기도 평택시 동삭동
1579,41220120,경기도 평택시 세교동
1580,41220121,경기도 평택시 지제동
1581,41220122,경기도 평택시 신대동
1582,41220123,경기도 평택시 소사동
1583,41220124,경기도 평택시 용이동
1584,41220125,경기도 평택시 월곡동
1585,41220126,경기도 평택시 청룡동
1586,41220127,경기도 평택시 죽백동
1587,41220250,경기도 평택시 팽성읍
1588,41220253,경기도 평택시 안중읍
1589,41220256,경기도 평택시 포승읍
1590,41220259,경기도 평택시 청북읍
1591,41220310,경기도 평택시 진위면
1592,41220320,경기도 평택시 서탄면
1593,41220330,경기도 평택시 고덕면
1594,41220340,경기도 평택시 오성면
1595,41220370,경기도 평택시 현덕면
1596,41250101,경기도 동두천시 송내동
1597,41250102,경기도 동두천시 지행동
1598,41250103,경기도 동두천시 생연동
1599,41250104,경기도 동두천시 광암동
1600,41250105,경기도 동두천시 걸산동
1601,41250106,경기도 동두천시 보산동
1602,41250107,경기도 동두천시 동두천동
1603,41250108,경기도 동두천시 안흥동
1604,41250109,경기도 동두천시 상봉암동
1605,41250110,경기도 동두천시 하봉암동
1606,41250111,경기도 동두천시 탑동동
1607,41250112,경기도 동두천시 상패동
1608,41271000,경기도 안산시 상록구
1609,41273000,경기도 안산시 단원구
1610,41281000,경기도 고양시 덕양구
1611,41285000,경기도 고양시 일산동구
1612,41287000,경기도 고양시 일산서구
1613,41290101,경기도 과천시 관문동
1614,41290102,경기도 과천시 문원동
1615,41290103,경기도 과천시 갈현동
1616,41290104,경기도 과천시 막계동
1617,41290105,경기도 과천시 과천동
1618,41290106,경기도 과천시 주암동
1619,41290107,경기도 과천시 중앙동
1620,41290108,경기도 과천시 원문동
1621,41290109,경기도 과천시 별양동
1622,41290110,경기도 과천시 부림동
1623,41310101,경기도 구리시 갈매동
1624,41310102,경기도 구리시 사노동
1625,41310103,경기도 구리시 인창동
1626,41310104,경기도 구리시 교문동
1627,41310105,경기도 구리시 수택동
1628,41310106,경기도 구리시 아천동
1629,41310107,경기도 구리시 토평동
1630,41360101,경기도 남양주시 호평동
1631,41360102,경기도 남양주시 평내동
1632,41360103,경기도 남양주시 금곡동
1633,41360104,경기도 남양주시 일패동
1634,41360105,경기도 남양주시 이패동
1635,41360106,경기도 남양주시 삼패동
1636,41360108,경기도 남양주시 수석동
1637,41360109,경기도 남양주시 지금동
1638,41360110,경기도 남양주시 도농동
1639,41360111,경기도 남양주시 별내동
1640,41360112,경기도 남양주시 다산동
1641,41360250,경기도 남양주시 와부읍
1642,41360253,경기도 남양주시 진접읍
1643,41360256,경기도 남양주시 화도읍
1644,41360259,경기도 남양주시 진건읍
1645,41360262,경기도 남양주시 오남읍
1646,41360265,경기도 남양주시 퇴계원읍
1647,41360310,경기도 남양주시 별내면
1648,41360340,경기도 남양주시 수동면
1649,41360360,경기도 남양주시 조안면
1650,41370101,경기도 오산시 오산동
1651,41370102,경기도 오산시 부산동
1652,41370103,경기도 오산시 원동
1653,41370104,경기도 오산시 궐동
1654,41370105,경기도 오산시 청학동
1655,41370106,경기도 오산시 가장동
1656,41370107,경기도 오산시 금암동
1657,41370108,경기도 오산시 수청동
1658,41370109,경기도 오산시 은계동
1659,41370110,경기도 오산시 내삼미동
1660,41370111,경기도 오산시 외삼미동
1661,41370112,경기도 오산시 양산동
1662,41370113,경기도 오산시 세교동
1663,41370114,경기도 오산시 지곶동
1664,41370115,경기도 오산시 서랑동
1665,41370116,경기도 오산시 서동
1666,41370117,경기도 오산시 벌음동
1667,41370118,경기도 오산시 두곡동
1668,41370119,경기도 오산시 탑동
1669,41370120,경기도 오산시 누읍동
1670,41370121,경기도 오산시 가수동
1671,41370122,경기도 오산시 고현동
1672,41370123,경기도 오산시 청호동
1673,41370124,경기도 오산시 갈곶동
1674,41390101,경기도 시흥시 대야동
1675,41390102,경기도 시흥시 신천동
1676,41390103,경기도 시흥시 방산동
1677,41390104,경기도 시흥시 포동
1678,41390105,경기도 시흥시 미산동
1679,41390106,경기도 시흥시 은행동
1680,41390107,경기도 시흥시 안현동
1681,41390108,경기도 시흥시 매화동
